0_answers,0_clear_goals,0_course_name,0_course_rate,0_course_requirements,0_dept,0_feedback,0_hrs_week,0_level,0_num,0_prof_interest,0_respect,0_semester,0_semester_int,0_students,0_subject_importance,0_subject_matter,0_teaching_rate,0_year,1_answers,1_clear_goals,1_course_name,1_course_rate,1_course_requirements,1_dept,1_feedback,1_hrs_week,1_level,1_num,1_prof_interest,1_respect,1_semester,1_semester_int,1_students,1_subject_importance,1_subject_matter,1_teaching_rate,1_year,2_answers,2_clear_goals,2_course_name,2_course_rate,2_course_requirements,2_dept,2_feedback,2_hrs_week,2_level,2_num,2_prof_interest,2_respect,2_semester,2_semester_int,2_students,2_subject_importance,2_subject_matter,2_teaching_rate,2_year,3_answers,3_clear_goals,3_course_name,3_course_rate,3_course_requirements,3_dept,3_feedback,3_hrs_week,3_level,3_num,3_prof_interest,3_respect,3_semester,3_semester_int,3_students,3_subject_importance,3_subject_matter,3_teaching_rate,3_year,4_answers,4_clear_goals,4_course_name,4_course_rate,4_course_requirements,4_dept,4_feedback,4_hrs_week,4_level,4_num,4_prof_interest,4_respect,4_semester,4_semester_int,4_students,4_subject_importance,4_subject_matter,4_teaching_rate,4_year
27,4.311111111111111,SURVEY FORMS: POETRY,4.355555555555555,4.033333333333333,ENG,4.533333333333333,6.444444444444445,Undergraduate,76265,4.52,4.614444444444445,Fall,9,34,4.391111111111111,4.3133333333333335,4.431111111111111,2015,22,4.042727272727273,SURVEY FORMS: POETRY,4.133636363636364,3.7290909090909086,ENG,4.407272727272727,7.2272727272727275,Undergraduate,76265,4.635454545454546,4.7318181818181815,Spring,1,39,4.68,3.9545454545454546,4.343636363636364,2015,24,4.3725,SURVEY FORMS: POETRY,4.4591666666666665,4.501666666666667,ENG,4.4558333333333335,7.914166666666667,Undergraduate,76265,4.710833333333333,4.835833333333333,Fall,9,33,4.3725,4.4591666666666665,4.4991666666666665,2014,5,4.6,SURVEY FORMS: POETRY,4.8,4.2,ENG,5.0,,Undergraduate,76265,4.8,5.0,Summer,5,5,4.0,4.8,4.6,2014,17,4.116470588235294,SURVEY FORMS: POETRY,4.234705882352941,4.3494117647058825,ENG,4.472352941176471,,Undergraduate,76265,4.6505882352941175,4.765294117647059,Spring,1,29,3.9435294117647053,4.590588235294117,4.352941176470588,2014
20,4.3,SURVEY FORMS: POETRY,4.3,4.0,ENG,4.55,6.05,Undergraduate,76265,4.65,4.45,Fall,9,31,4.5,4.15,4.45,2017,22,4.270909090909091,SURVEY FORMS: POETRY,4.318181818181818,4.136363636363637,ENG,4.452727272727273,5.545454545454546,Undergraduate,76265,4.545454545454546,4.58909090909091,Spring,1,33,4.456363636363636,4.501818181818181,4.318181818181818,2017,22,4.636363636363637,SURVEY FORMS: POETRY,4.770909090909091,4.547272727272727,ENG,4.634545454545455,6.609090909090909,Undergraduate,76265,4.7272727272727275,4.956363636363636,Fall,9,35,4.543636363636364,4.7727272727272725,4.765454545454546,2016,23,4.521739130434782,SURVEY FORMS: POETRY,4.56695652173913,4.563478260869566,ENG,4.74304347826087,5.439565217391304,Undergraduate,76265,4.655652173913043,4.740434782608696,Spring,1,33,4.783478260869566,4.740434782608696,4.608695652173913,2016,27,4.311111111111111,SURVEY FORMS: POETRY,4.355555555555555,4.033333333333333,ENG,4.533333333333333,6.444444444444445,Undergraduate,76265,4.52,4.614444444444445,Fall,9,34,4.391111111111111,4.3133333333333335,4.431111111111111,2015
22,4.270909090909091,SURVEY FORMS: POETRY,4.318181818181818,4.136363636363637,ENG,4.452727272727273,5.545454545454546,Undergraduate,76265,4.545454545454546,4.58909090909091,Spring,1,33,4.456363636363636,4.501818181818181,4.318181818181818,2017,22,4.636363636363637,SURVEY FORMS: POETRY,4.770909090909091,4.547272727272727,ENG,4.634545454545455,6.609090909090909,Undergraduate,76265,4.7272727272727275,4.956363636363636,Fall,9,35,4.543636363636364,4.7727272727272725,4.765454545454546,2016,23,4.521739130434782,SURVEY FORMS: POETRY,4.56695652173913,4.563478260869566,ENG,4.74304347826087,5.439565217391304,Undergraduate,76265,4.655652173913043,4.740434782608696,Spring,1,33,4.783478260869566,4.740434782608696,4.608695652173913,2016,27,4.311111111111111,SURVEY FORMS: POETRY,4.355555555555555,4.033333333333333,ENG,4.533333333333333,6.444444444444445,Undergraduate,76265,4.52,4.614444444444445,Fall,9,34,4.391111111111111,4.3133333333333335,4.431111111111111,2015,22,4.042727272727273,SURVEY FORMS: POETRY,4.133636363636364,3.7290909090909086,ENG,4.407272727272727,7.2272727272727275,Undergraduate,76265,4.635454545454546,4.7318181818181815,Spring,1,39,4.68,3.9545454545454546,4.343636363636364,2015
10,3.6,SURVY FRM SCREENWRTG,3.4,3.5,ENG,3.7,7.4,Undergraduate,76269,3.6,3.3,Fall,9,17,3.9,3.6,3.6,2015,12,4.33,SURVY FRM SCREENWRTG,4.25,3.83,ENG,4.25,6.36,Undergraduate,76269,4.5,4.0,Spring,1,21,4.5,4.42,4.08,2015,10,4.5,SURVY FRM SCREENWRTG,4.5,3.8,ENG,4.4,7.4,Undergraduate,76269,4.5,4.4,Fall,9,18,4.4,4.4,4.3,2014,5,4.4,SURVY FRM SCREENWRTG,4.2,4.0,ENG,4.4,,Undergraduate,76269,4.4,4.0,Spring,1,16,4.2,4.2,4.2,2014,21,4.140476190476191,SURVY FRM SCREENWRTG,4.239999999999999,3.857619047619048,ENG,3.9980952380952384,,Undergraduate,76269,4.192380952380952,3.715238095238095,Fall,9,39,4.2404761904761905,4.239999999999999,3.9514285714285715,2013
12,4.33,SURVY FRM SCREENWRTG,4.25,3.83,ENG,4.25,6.36,Undergraduate,76269,4.5,4.0,Spring,1,21,4.5,4.42,4.08,2015,10,4.5,SURVY FRM SCREENWRTG,4.5,3.8,ENG,4.4,7.4,Undergraduate,76269,4.5,4.4,Fall,9,18,4.4,4.4,4.3,2014,5,4.4,SURVY FRM SCREENWRTG,4.2,4.0,ENG,4.4,,Undergraduate,76269,4.4,4.0,Spring,1,16,4.2,4.2,4.2,2014,21,4.140476190476191,SURVY FRM SCREENWRTG,4.239999999999999,3.857619047619048,ENG,3.9980952380952384,,Undergraduate,76269,4.192380952380952,3.715238095238095,Fall,9,39,4.2404761904761905,4.239999999999999,3.9514285714285715,2013,11,4.82,SURVY FRM SCREENWRTG,4.73,5.0,ENG,4.82,,Undergraduate,76269,4.73,5.0,Spring,1,17,4.45,4.73,4.55,2013
11,4.73,SURVY FRM SCREENWRTG,4.45,4.55,ENG,4.82,9.36,Undergraduate,76269,4.82,4.45,Fall,9,17,4.82,4.73,4.73,2016,14,4.14,SURVY FRM SCREENWRTG,4.07,3.71,ENG,4.07,7.36,Undergraduate,76269,4.29,3.93,Spring,1,20,4.43,4.36,3.86,2016,10,3.6,SURVY FRM SCREENWRTG,3.4,3.5,ENG,3.7,7.4,Undergraduate,76269,3.6,3.3,Fall,9,17,3.9,3.6,3.6,2015,12,4.33,SURVY FRM SCREENWRTG,4.25,3.83,ENG,4.25,6.36,Undergraduate,76269,4.5,4.0,Spring,1,21,4.5,4.42,4.08,2015,10,4.5,SURVY FRM SCREENWRTG,4.5,3.8,ENG,4.4,7.4,Undergraduate,76269,4.5,4.4,Fall,9,18,4.4,4.4,4.3,2014
14,4.14,SURVY FRM SCREENWRTG,4.07,3.71,ENG,4.07,7.36,Undergraduate,76269,4.29,3.93,Spring,1,20,4.43,4.36,3.86,2016,10,3.6,SURVY FRM SCREENWRTG,3.4,3.5,ENG,3.7,7.4,Undergraduate,76269,3.6,3.3,Fall,9,17,3.9,3.6,3.6,2015,12,4.33,SURVY FRM SCREENWRTG,4.25,3.83,ENG,4.25,6.36,Undergraduate,76269,4.5,4.0,Spring,1,21,4.5,4.42,4.08,2015,10,4.5,SURVY FRM SCREENWRTG,4.5,3.8,ENG,4.4,7.4,Undergraduate,76269,4.5,4.4,Fall,9,18,4.4,4.4,4.3,2014,5,4.4,SURVY FRM SCREENWRTG,4.2,4.0,ENG,4.4,,Undergraduate,76269,4.4,4.0,Spring,1,16,4.2,4.2,4.2,2014
10,3.9,SURVY FRM SCREENWRTG,4.1,3.7,ENG,4.2,5.3,Undergraduate,76269,4.3,4.5,Fall,9,17,4.2,4.2,3.9,2017,5,4.0,SURVY FRM SCREENWRTG,4.2,3.4,ENG,4.0,7.25,Undergraduate,76269,4.6,4.2,Spring,1,18,4.6,4.6,4.2,2017,11,4.73,SURVY FRM SCREENWRTG,4.45,4.55,ENG,4.82,9.36,Undergraduate,76269,4.82,4.45,Fall,9,17,4.82,4.73,4.73,2016,14,4.14,SURVY FRM SCREENWRTG,4.07,3.71,ENG,4.07,7.36,Undergraduate,76269,4.29,3.93,Spring,1,20,4.43,4.36,3.86,2016,10,3.6,SURVY FRM SCREENWRTG,3.4,3.5,ENG,3.7,7.4,Undergraduate,76269,3.6,3.3,Fall,9,17,3.9,3.6,3.6,2015
5,4.0,SURVY FRM SCREENWRTG,4.2,3.4,ENG,4.0,7.25,Undergraduate,76269,4.6,4.2,Spring,1,18,4.6,4.6,4.2,2017,11,4.73,SURVY FRM SCREENWRTG,4.45,4.55,ENG,4.82,9.36,Undergraduate,76269,4.82,4.45,Fall,9,17,4.82,4.73,4.73,2016,14,4.14,SURVY FRM SCREENWRTG,4.07,3.71,ENG,4.07,7.36,Undergraduate,76269,4.29,3.93,Spring,1,20,4.43,4.36,3.86,2016,10,3.6,SURVY FRM SCREENWRTG,3.4,3.5,ENG,3.7,7.4,Undergraduate,76269,3.6,3.3,Fall,9,17,3.9,3.6,3.6,2015,12,4.33,SURVY FRM SCREENWRTG,4.25,3.83,ENG,4.25,6.36,Undergraduate,76269,4.5,4.0,Spring,1,21,4.5,4.42,4.08,2015
13,4.8076923076923075,WRITNG FOR PROFESSNS,4.769230769230769,4.884615384615385,ENG,4.884615384615385,8.461538461538462,Undergraduate,76270,5.0,5.0,Summer,5,13,5.0,5.0,4.923076923076923,2015,94,4.647978723404256,WRITNG FOR PROFESSNS,4.43468085106383,4.574468085106383,ENG,4.659468085106383,7.533191489361702,Undergraduate,76270,4.6450000000000005,4.831063829787234,Spring,1,119,4.648723404255319,4.677553191489363,4.51,2015,64,4.4525,WRITNG FOR PROFESSNS,4.3109375,4.527968749999999,ENG,4.3134375,6.26703125,Undergraduate,76270,4.482656250000001,4.5334375,Fall,9,69,4.46578125,4.4353125,4.272656250000001,2014,90,4.690555555555555,WRITNG FOR PROFESSNS,4.4207777777777775,4.656333333333333,ENG,4.5665555555555555,,Undergraduate,76270,4.722555555555555,4.700555555555555,Spring,1,112,4.679333333333333,4.678,4.600888888888889,2014,44,4.661136363636364,WRITNG FOR PROFESSNS,4.5443181818181815,4.568181818181818,ENG,4.5213636363636365,,Undergraduate,76270,4.7493181818181816,4.7263636363636365,Fall,9,55,4.725681818181818,4.591136363636363,4.602045454545455,2013
94,4.647978723404256,WRITNG FOR PROFESSNS,4.43468085106383,4.574468085106383,ENG,4.659468085106383,7.533191489361702,Undergraduate,76270,4.6450000000000005,4.831063829787234,Spring,1,119,4.648723404255319,4.677553191489363,4.51,2015,64,4.4525,WRITNG FOR PROFESSNS,4.3109375,4.527968749999999,ENG,4.3134375,6.26703125,Undergraduate,76270,4.482656250000001,4.5334375,Fall,9,69,4.46578125,4.4353125,4.272656250000001,2014,90,4.690555555555555,WRITNG FOR PROFESSNS,4.4207777777777775,4.656333333333333,ENG,4.5665555555555555,,Undergraduate,76270,4.722555555555555,4.700555555555555,Spring,1,112,4.679333333333333,4.678,4.600888888888889,2014,44,4.661136363636364,WRITNG FOR PROFESSNS,4.5443181818181815,4.568181818181818,ENG,4.5213636363636365,,Undergraduate,76270,4.7493181818181816,4.7263636363636365,Fall,9,55,4.725681818181818,4.591136363636363,4.602045454545455,2013,70,4.757428571428572,WRITNG FOR PROFESSNS,4.530142857142858,4.587999999999999,ENG,4.729571428571428,,Undergraduate,76270,4.671857142857142,4.7421428571428565,Spring,1,89,4.642142857142857,4.699285714285714,4.6301428571428564,2013
143,4.727832167832167,WRITNG FOR PROFESSNS,4.471468531468532,4.706853146853146,ENG,4.6504895104895105,7.861608391608391,Undergraduate,76270,4.777272727272727,4.874335664335664,Spring,1,173,4.65062937062937,4.728531468531469,4.678321678321678,2016,74,4.657162162162162,WRITNG FOR PROFESSNS,4.3233783783783775,4.472162162162162,ENG,4.607432432432433,6.743108108108108,Undergraduate,76270,4.555540540540541,4.73027027027027,Fall,9,87,4.5132432432432426,4.513918918918918,4.44472972972973,2015,13,4.8076923076923075,WRITNG FOR PROFESSNS,4.769230769230769,4.884615384615385,ENG,4.884615384615385,8.461538461538462,Undergraduate,76270,5.0,5.0,Summer,5,13,5.0,5.0,4.923076923076923,2015,94,4.647978723404256,WRITNG FOR PROFESSNS,4.43468085106383,4.574468085106383,ENG,4.659468085106383,7.533191489361702,Undergraduate,76270,4.6450000000000005,4.831063829787234,Spring,1,119,4.648723404255319,4.677553191489363,4.51,2015,64,4.4525,WRITNG FOR PROFESSNS,4.3109375,4.527968749999999,ENG,4.3134375,6.26703125,Undergraduate,76270,4.482656250000001,4.5334375,Fall,9,69,4.46578125,4.4353125,4.272656250000001,2014
74,4.657162162162162,WRITNG FOR PROFESSNS,4.3233783783783775,4.472162162162162,ENG,4.607432432432433,6.743108108108108,Undergraduate,76270,4.555540540540541,4.73027027027027,Fall,9,87,4.5132432432432426,4.513918918918918,4.44472972972973,2015,13,4.8076923076923075,WRITNG FOR PROFESSNS,4.769230769230769,4.884615384615385,ENG,4.884615384615385,8.461538461538462,Undergraduate,76270,5.0,5.0,Summer,5,13,5.0,5.0,4.923076923076923,2015,94,4.647978723404256,WRITNG FOR PROFESSNS,4.43468085106383,4.574468085106383,ENG,4.659468085106383,7.533191489361702,Undergraduate,76270,4.6450000000000005,4.831063829787234,Spring,1,119,4.648723404255319,4.677553191489363,4.51,2015,64,4.4525,WRITNG FOR PROFESSNS,4.3109375,4.527968749999999,ENG,4.3134375,6.26703125,Undergraduate,76270,4.482656250000001,4.5334375,Fall,9,69,4.46578125,4.4353125,4.272656250000001,2014,90,4.690555555555555,WRITNG FOR PROFESSNS,4.4207777777777775,4.656333333333333,ENG,4.5665555555555555,,Undergraduate,76270,4.722555555555555,4.700555555555555,Spring,1,112,4.679333333333333,4.678,4.600888888888889,2014
122,4.549180327868853,WRITNG FOR PROFESSNS,4.149508196721311,4.44172131147541,ENG,4.447049180327869,7.655081967213114,Undergraduate,76270,4.614590163934427,4.798934426229509,Fall,9,171,4.428770491803278,4.477131147540984,4.459016393442623,2016,15,4.535333333333333,WRITNG FOR PROFESSNS,4.602,4.536,ENG,4.601333333333334,13.398666666666665,Undergraduate,76270,4.601333333333334,4.800666666666667,Summer,5,20,4.734,4.668000000000001,4.602,2016,143,4.727832167832167,WRITNG FOR PROFESSNS,4.471468531468532,4.706853146853146,ENG,4.6504895104895105,7.861608391608391,Undergraduate,76270,4.777272727272727,4.874335664335664,Spring,1,173,4.65062937062937,4.728531468531469,4.678321678321678,2016,74,4.657162162162162,WRITNG FOR PROFESSNS,4.3233783783783775,4.472162162162162,ENG,4.607432432432433,6.743108108108108,Undergraduate,76270,4.555540540540541,4.73027027027027,Fall,9,87,4.5132432432432426,4.513918918918918,4.44472972972973,2015,13,4.8076923076923075,WRITNG FOR PROFESSNS,4.769230769230769,4.884615384615385,ENG,4.884615384615385,8.461538461538462,Undergraduate,76270,5.0,5.0,Summer,5,13,5.0,5.0,4.923076923076923,2015
138,4.696231884057971,WRITNG FOR PROFESSNS,4.322463768115942,4.601739130434782,ENG,4.6800000000000015,7.472173913043477,Undergraduate,76270,4.6863768115942035,4.826739130434782,Spring,1,183,4.608985507246376,4.695144927536233,4.608623188405797,2017,122,4.549180327868853,WRITNG FOR PROFESSNS,4.149508196721311,4.44172131147541,ENG,4.447049180327869,7.655081967213114,Undergraduate,76270,4.614590163934427,4.798934426229509,Fall,9,171,4.428770491803278,4.477131147540984,4.459016393442623,2016,15,4.535333333333333,WRITNG FOR PROFESSNS,4.602,4.536,ENG,4.601333333333334,13.398666666666665,Undergraduate,76270,4.601333333333334,4.800666666666667,Summer,5,20,4.734,4.668000000000001,4.602,2016,143,4.727832167832167,WRITNG FOR PROFESSNS,4.471468531468532,4.706853146853146,ENG,4.6504895104895105,7.861608391608391,Undergraduate,76270,4.777272727272727,4.874335664335664,Spring,1,173,4.65062937062937,4.728531468531469,4.678321678321678,2016,74,4.657162162162162,WRITNG FOR PROFESSNS,4.3233783783783775,4.472162162162162,ENG,4.607432432432433,6.743108108108108,Undergraduate,76270,4.555540540540541,4.73027027027027,Fall,9,87,4.5132432432432426,4.513918918918918,4.44472972972973,2015
15,4.535333333333333,WRITNG FOR PROFESSNS,4.602,4.536,ENG,4.601333333333334,13.398666666666665,Undergraduate,76270,4.601333333333334,4.800666666666667,Summer,5,20,4.734,4.668000000000001,4.602,2016,143,4.727832167832167,WRITNG FOR PROFESSNS,4.471468531468532,4.706853146853146,ENG,4.6504895104895105,7.861608391608391,Undergraduate,76270,4.777272727272727,4.874335664335664,Spring,1,173,4.65062937062937,4.728531468531469,4.678321678321678,2016,74,4.657162162162162,WRITNG FOR PROFESSNS,4.3233783783783775,4.472162162162162,ENG,4.607432432432433,6.743108108108108,Undergraduate,76270,4.555540540540541,4.73027027027027,Fall,9,87,4.5132432432432426,4.513918918918918,4.44472972972973,2015,13,4.8076923076923075,WRITNG FOR PROFESSNS,4.769230769230769,4.884615384615385,ENG,4.884615384615385,8.461538461538462,Undergraduate,76270,5.0,5.0,Summer,5,13,5.0,5.0,4.923076923076923,2015,94,4.647978723404256,WRITNG FOR PROFESSNS,4.43468085106383,4.574468085106383,ENG,4.659468085106383,7.533191489361702,Undergraduate,76270,4.6450000000000005,4.831063829787234,Spring,1,119,4.648723404255319,4.677553191489363,4.51,2015
122,4.574508196721312,WRITNG FOR PROFESSNS,4.312704918032787,4.532786885245901,ENG,4.588852459016394,6.720573770491804,Undergraduate,76270,4.697540983606556,4.695901639344263,Fall,9,165,4.5468032786885235,4.557459016393443,4.58172131147541,2017,7,5.0,WRITNG FOR PROFESSNS,4.86,5.0,ENG,4.86,11.0,Undergraduate,76270,5.0,5.0,Summer,5,8,4.86,5.0,5.0,2017,138,4.696231884057971,WRITNG FOR PROFESSNS,4.322463768115942,4.601739130434782,ENG,4.6800000000000015,7.472173913043477,Undergraduate,76270,4.6863768115942035,4.826739130434782,Spring,1,183,4.608985507246376,4.695144927536233,4.608623188405797,2017,122,4.549180327868853,WRITNG FOR PROFESSNS,4.149508196721311,4.44172131147541,ENG,4.447049180327869,7.655081967213114,Undergraduate,76270,4.614590163934427,4.798934426229509,Fall,9,171,4.428770491803278,4.477131147540984,4.459016393442623,2016,15,4.535333333333333,WRITNG FOR PROFESSNS,4.602,4.536,ENG,4.601333333333334,13.398666666666665,Undergraduate,76270,4.601333333333334,4.800666666666667,Summer,5,20,4.734,4.668000000000001,4.602,2016
7,5.0,WRITNG FOR PROFESSNS,4.86,5.0,ENG,4.86,11.0,Undergraduate,76270,5.0,5.0,Summer,5,8,4.86,5.0,5.0,2017,138,4.696231884057971,WRITNG FOR PROFESSNS,4.322463768115942,4.601739130434782,ENG,4.6800000000000015,7.472173913043477,Undergraduate,76270,4.6863768115942035,4.826739130434782,Spring,1,183,4.608985507246376,4.695144927536233,4.608623188405797,2017,122,4.549180327868853,WRITNG FOR PROFESSNS,4.149508196721311,4.44172131147541,ENG,4.447049180327869,7.655081967213114,Undergraduate,76270,4.614590163934427,4.798934426229509,Fall,9,171,4.428770491803278,4.477131147540984,4.459016393442623,2016,15,4.535333333333333,WRITNG FOR PROFESSNS,4.602,4.536,ENG,4.601333333333334,13.398666666666665,Undergraduate,76270,4.601333333333334,4.800666666666667,Summer,5,20,4.734,4.668000000000001,4.602,2016,143,4.727832167832167,WRITNG FOR PROFESSNS,4.471468531468532,4.706853146853146,ENG,4.6504895104895105,7.861608391608391,Undergraduate,76270,4.777272727272727,4.874335664335664,Spring,1,173,4.65062937062937,4.728531468531469,4.678321678321678,2016
17,3.76,INTR PROF TECH WRIT,4.41,3.76,ENG,4.41,6.06,Undergraduate,76271,4.71,4.82,Fall,9,18,4.59,4.24,4.24,2015,7,4.29,INTR PROF TECH WRIT,4.14,4.0,ENG,4.43,11.14,Undergraduate,76271,4.86,4.86,Spring,1,17,4.57,4.14,4.83,2015,12,4.33,INTR PROF TECH WRIT,4.42,3.83,ENG,4.5,7.25,Undergraduate,76271,4.75,4.83,Fall,9,18,4.67,4.25,4.42,2014,12,4.58,INTR PROF TECH WRIT,4.58,4.58,ENG,4.5,,Undergraduate,76271,4.75,4.42,Spring,1,17,4.5,4.5,4.67,2014,11,4.64,INTR PROF TECH WRIT,4.27,4.64,ENG,4.36,,Undergraduate,76271,4.73,4.82,Fall,9,18,4.73,4.64,4.36,2013
7,4.29,INTR PROF TECH WRIT,4.14,4.0,ENG,4.43,11.14,Undergraduate,76271,4.86,4.86,Spring,1,17,4.57,4.14,4.83,2015,12,4.33,INTR PROF TECH WRIT,4.42,3.83,ENG,4.5,7.25,Undergraduate,76271,4.75,4.83,Fall,9,18,4.67,4.25,4.42,2014,12,4.58,INTR PROF TECH WRIT,4.58,4.58,ENG,4.5,,Undergraduate,76271,4.75,4.42,Spring,1,17,4.5,4.5,4.67,2014,11,4.64,INTR PROF TECH WRIT,4.27,4.64,ENG,4.36,,Undergraduate,76271,4.73,4.82,Fall,9,18,4.73,4.64,4.36,2013,13,4.92,INTR PROF TECH WRIT,4.77,4.85,ENG,4.69,,Undergraduate,76271,4.92,5.0,Spring,1,18,4.69,4.85,4.85,2013
6,3.67,INTR PROF TECH WRIT,4.0,3.83,ENG,3.67,11.17,Undergraduate,76271,4.17,4.5,Fall,9,13,4.0,3.67,3.67,2016,12,4.5,INTR PROF TECH WRIT,4.5,4.58,ENG,4.67,8.0,Undergraduate,76271,5.0,5.0,Spring,1,17,4.83,4.83,4.67,2016,17,3.76,INTR PROF TECH WRIT,4.41,3.76,ENG,4.41,6.06,Undergraduate,76271,4.71,4.82,Fall,9,18,4.59,4.24,4.24,2015,7,4.29,INTR PROF TECH WRIT,4.14,4.0,ENG,4.43,11.14,Undergraduate,76271,4.86,4.86,Spring,1,17,4.57,4.14,4.83,2015,12,4.33,INTR PROF TECH WRIT,4.42,3.83,ENG,4.5,7.25,Undergraduate,76271,4.75,4.83,Fall,9,18,4.67,4.25,4.42,2014
12,4.5,INTR PROF TECH WRIT,4.5,4.58,ENG,4.67,8.0,Undergraduate,76271,5.0,5.0,Spring,1,17,4.83,4.83,4.67,2016,17,3.76,INTR PROF TECH WRIT,4.41,3.76,ENG,4.41,6.06,Undergraduate,76271,4.71,4.82,Fall,9,18,4.59,4.24,4.24,2015,7,4.29,INTR PROF TECH WRIT,4.14,4.0,ENG,4.43,11.14,Undergraduate,76271,4.86,4.86,Spring,1,17,4.57,4.14,4.83,2015,12,4.33,INTR PROF TECH WRIT,4.42,3.83,ENG,4.5,7.25,Undergraduate,76271,4.75,4.83,Fall,9,18,4.67,4.25,4.42,2014,12,4.58,INTR PROF TECH WRIT,4.58,4.58,ENG,4.5,,Undergraduate,76271,4.75,4.42,Spring,1,17,4.5,4.5,4.67,2014
9,4.67,INTR PROF TECH WRIT,4.67,4.67,ENG,4.56,6.67,Undergraduate,76271,5.0,5.0,Fall,9,16,4.78,4.44,4.67,2017,13,4.92,INTR PROF TECH WRIT,4.92,4.92,ENG,5.0,6.62,Undergraduate,76271,5.0,5.0,Spring,1,14,4.67,4.92,5.0,2017,6,3.67,INTR PROF TECH WRIT,4.0,3.83,ENG,3.67,11.17,Undergraduate,76271,4.17,4.5,Fall,9,13,4.0,3.67,3.67,2016,12,4.5,INTR PROF TECH WRIT,4.5,4.58,ENG,4.67,8.0,Undergraduate,76271,5.0,5.0,Spring,1,17,4.83,4.83,4.67,2016,17,3.76,INTR PROF TECH WRIT,4.41,3.76,ENG,4.41,6.06,Undergraduate,76271,4.71,4.82,Fall,9,18,4.59,4.24,4.24,2015
13,4.92,INTR PROF TECH WRIT,4.92,4.92,ENG,5.0,6.62,Undergraduate,76271,5.0,5.0,Spring,1,14,4.67,4.92,5.0,2017,6,3.67,INTR PROF TECH WRIT,4.0,3.83,ENG,3.67,11.17,Undergraduate,76271,4.17,4.5,Fall,9,13,4.0,3.67,3.67,2016,12,4.5,INTR PROF TECH WRIT,4.5,4.58,ENG,4.67,8.0,Undergraduate,76271,5.0,5.0,Spring,1,17,4.83,4.83,4.67,2016,17,3.76,INTR PROF TECH WRIT,4.41,3.76,ENG,4.41,6.06,Undergraduate,76271,4.71,4.82,Fall,9,18,4.59,4.24,4.24,2015,7,4.29,INTR PROF TECH WRIT,4.14,4.0,ENG,4.43,11.14,Undergraduate,76271,4.86,4.86,Spring,1,17,4.57,4.14,4.83,2015
11,4.910909090909091,INTERPRETIVE PRACTCS,4.637272727272727,4.815454545454545,ENG,4.910909090909091,10.818181818181818,Undergraduate,76294,4.7263636363636365,5.0,Fall,9,14,4.815454545454545,4.910909090909091,4.910909090909091,2016,8,4.29,INTERPRETIVE PRACTCS,4.25,4.25,ENG,4.63,7.25,Undergraduate,76294,4.5,4.5,Fall,9,14,4.38,4.25,4.25,2015,4,4.75,INTERPRETIVE PRACTCS,4.5,5.0,ENG,4.25,16.33,Undergraduate,76294,4.5,5.0,Spring,1,7,4.75,4.25,4.75,2015,4,4.5,INTERPRETIVE PRACTCS,4.25,4.75,ENG,4.75,8.0,Undergraduate,76294,5.0,4.75,Fall,9,8,4.25,4.5,4.75,2014,5,4.4,INTERPRETIVE PRACTCS,4.6,4.4,ENG,4.6,,Undergraduate,76294,4.6,4.8,Fall,9,8,4.4,4.75,4.8,2013
8,4.29,INTERPRETIVE PRACTCS,4.25,4.25,ENG,4.63,7.25,Undergraduate,76294,4.5,4.5,Fall,9,14,4.38,4.25,4.25,2015,4,4.75,INTERPRETIVE PRACTCS,4.5,5.0,ENG,4.25,16.33,Undergraduate,76294,4.5,5.0,Spring,1,7,4.75,4.25,4.75,2015,4,4.5,INTERPRETIVE PRACTCS,4.25,4.75,ENG,4.75,8.0,Undergraduate,76294,5.0,4.75,Fall,9,8,4.25,4.5,4.75,2014,5,4.4,INTERPRETIVE PRACTCS,4.6,4.4,ENG,4.6,,Undergraduate,76294,4.6,4.8,Fall,9,8,4.4,4.75,4.8,2013,4,4.75,INTERPRETIVE PRACTCS,4.25,4.75,ENG,4.5,,Undergraduate,76294,4.75,5.0,Spring,1,4,4.75,4.75,4.5,2013
5,4.6,INTERPRETIVE PRACTCS,4.6,4.6,ENG,4.4,6.8,Undergraduate,76294,4.6,4.4,Fall,9,11,4.6,4.6,4.6,2017,11,4.910909090909091,INTERPRETIVE PRACTCS,4.637272727272727,4.815454545454545,ENG,4.910909090909091,10.818181818181818,Undergraduate,76294,4.7263636363636365,5.0,Fall,9,14,4.815454545454545,4.910909090909091,4.910909090909091,2016,8,4.29,INTERPRETIVE PRACTCS,4.25,4.25,ENG,4.63,7.25,Undergraduate,76294,4.5,4.5,Fall,9,14,4.38,4.25,4.25,2015,4,4.75,INTERPRETIVE PRACTCS,4.5,5.0,ENG,4.25,16.33,Undergraduate,76294,4.5,5.0,Spring,1,7,4.75,4.25,4.75,2015,4,4.5,INTERPRETIVE PRACTCS,4.25,4.75,ENG,4.75,8.0,Undergraduate,76294,5.0,4.75,Fall,9,8,4.25,4.5,4.75,2014
