0_answers,0_clear_goals,0_course_name,0_course_rate,0_course_requirements,0_dept,0_feedback,0_hrs_week,0_level,0_num,0_prof_interest,0_respect,0_semester,0_semester_int,0_students,0_subject_importance,0_subject_matter,0_teaching_rate,0_year,1_answers,1_clear_goals,1_course_name,1_course_rate,1_course_requirements,1_dept,1_feedback,1_hrs_week,1_level,1_num,1_prof_interest,1_respect,1_semester,1_semester_int,1_students,1_subject_importance,1_subject_matter,1_teaching_rate,1_year,2_answers,2_clear_goals,2_course_name,2_course_rate,2_course_requirements,2_dept,2_feedback,2_hrs_week,2_level,2_num,2_prof_interest,2_respect,2_semester,2_semester_int,2_students,2_subject_importance,2_subject_matter,2_teaching_rate,2_year,frequency
8,4.38,WRITING FOR ECONOMST,4.0,4.63,ECO,4.38,6.5,Undergraduate,73270,4.75,4.63,Spring,1,20,4.13,4.13,4.5,2017,16,4.5,WRITING FOR ECONOMST,4.3149999999999995,4.38,ECO,4.5649999999999995,7.84,Undergraduate,73270,4.8149999999999995,4.8149999999999995,Fall,9,29,4.3149999999999995,4.3149999999999995,4.5,2016,16,4.25375,WRITING FOR ECONOMST,3.81,4.25,ECO,4.623749999999999,5.376875,Undergraduate,73270,4.25,4.065625,Spring,1,39,4.315625,4.065625,4.065625,2016,101
27,4.37,MARKET DESIGN,4.33,4.42,ECO,4.37,8.48,Undergraduate,73315,4.56,4.74,Spring,1,32,4.67,4.44,4.41,2017,31,4.45,MARKET DESIGN,4.39,4.42,ECO,4.16,7.31,Undergraduate,73315,4.45,4.68,Spring,1,52,4.61,4.52,4.48,2016,34,4.5858823529411765,MARKET DESIGN,4.350588235294118,4.472941176470589,ECO,4.087058823529412,6.729411764705882,Undergraduate,73315,4.501176470588235,4.764705882352941,Spring,1,51,4.444705882352942,4.472941176470589,4.416470588235294,2015,1
1,5.0,HEALTH ECONOMICS,5.0,5.0,ECO,5.0,14.0,Undergraduate,73328,5.0,5.0,Fall,9,6,5.0,5.0,5.0,2017,3,4.67,HEALTH ECONOMICS,4.33,4.67,ECO,3.67,7.0,Undergraduate,73328,4.33,5.0,Fall,9,7,4.67,4.67,4.33,2016,4,4.0,HEALTH ECONOMICS,4.25,4.25,ECO,3.75,5.0,Undergraduate,73328,4.75,4.5,Spring,1,6,4.5,3.75,4.0,2015,110
9,5.0,FINANCIAL CRIS & RSK,4.67,4.89,ECO,4.89,6.33,Undergraduate,73338,5.0,5.0,Spring,1,18,4.78,5.0,4.89,2017,16,4.94,FINANCIAL CRIS & RSK,4.81,4.94,ECO,4.88,8.19,Undergraduate,73338,5.0,5.0,Spring,1,26,4.94,4.88,4.94,2016,18,4.39,FINANCIAL CRIS & RSK,4.44,4.39,ECO,4.39,8.67,Undergraduate,73338,4.89,4.89,Spring,1,30,4.56,4.56,4.61,2015,1
8,4.88,WTH FIRM: MNG THR IN,4.88,4.88,ECO,4.75,6.88,Undergraduate,73341,4.88,5.0,Spring,1,15,4.75,5.0,4.88,2017,15,4.47,WTH FIRM: MNG THR IN,4.2,4.4,ECO,4.07,8.6,Undergraduate,73341,4.6,4.53,Spring,1,20,4.53,4.47,4.27,2016,8,4.0,WTH FIRM: MNG THR IN,3.5,4.25,ECO,3.63,9.13,Undergraduate,73341,4.75,4.5,Spring,1,20,4.25,3.63,3.63,2015,1
11,4.18,GAME THEORY ECON,4.0,4.0,ECO,3.73,10.09,Undergraduate,73347,4.27,4.82,Fall,9,26,4.27,3.9100000000000006,4.0,2016,6,4.5,GAME THEORY ECON,4.67,4.33,ECO,4.67,8.0,Undergraduate,73347,4.5,4.83,Spring,1,6,4.67,4.67,4.67,2016,20,3.65,GAME THEORY ECON,3.7,3.8,ECO,3.45,8.89,Undergraduate,73347,3.85,4.3,Fall,9,41,3.75,3.6,3.5,2015,101
11,4.09,GAME THEORY ECON,4.27,4.45,ECO,4.09,8.27,Undergraduate,73347,4.27,4.45,Fall,9,24,4.27,4.36,4.36,2017,11,4.18,GAME THEORY ECON,4.0,4.0,ECO,3.73,10.09,Undergraduate,73347,4.27,4.82,Fall,9,26,4.27,3.9100000000000006,4.0,2016,6,4.5,GAME THEORY ECON,4.67,4.33,ECO,4.67,8.0,Undergraduate,73347,4.5,4.83,Spring,1,6,4.67,4.67,4.67,2016,110
10,4.0,BEHAVIORAL ECONOMCS,3.9,3.9,ECO,4.1,5.9,Undergraduate,73348,4.0,4.4,Spring,1,22,4.1,4.1,4.0,2017,20,3.79,BEHAVIORAL ECONOMCS,3.47,3.8899999999999997,ECO,3.63,7.9,Undergraduate,73348,3.95,3.63,Spring,1,38,4.05,3.63,3.53,2016,15,3.73,BEHAVIORAL ECONOMCS,3.67,3.8,ECO,3.2,6.6,Undergraduate,73348,3.87,3.86,Spring,1,33,3.8,3.87,3.6,2015,1
26,4.694999999999999,BEHAVIORAL ECONOMCS,4.574999999999999,4.615,ECO,4.3549999999999995,7.54,Undergraduate,73348,4.655,4.96,Fall,9,34,4.5,4.595,4.8,2017,10,4.0,BEHAVIORAL ECONOMCS,3.9,3.9,ECO,4.1,5.9,Undergraduate,73348,4.0,4.4,Spring,1,22,4.1,4.1,4.0,2017,20,3.79,BEHAVIORAL ECONOMCS,3.47,3.8899999999999997,ECO,3.63,7.9,Undergraduate,73348,3.95,3.63,Spring,1,38,4.05,3.63,3.53,2016,11
20,4.4,PUBLIC ECONOMICS,4.354,4.452,ECO,4.25,6.8035,Undergraduate,73352,4.5005,4.7975,Fall,9,39,4.650999999999999,4.4030000000000005,4.354,2017,8,4.88,PUBLIC ECONOMICS,4.75,4.88,ECO,4.88,7.63,Undergraduate,73352,5.0,4.88,Fall,9,20,4.88,4.88,4.75,2016,17,4.294117647058823,PUBLIC ECONOMICS,4.409411764705883,4.294117647058823,ECO,4.470588235294118,6.9411764705882355,Undergraduate,73352,4.409411764705883,4.705882352941177,Fall,9,28,4.5858823529411765,4.352941176470588,4.352941176470588,2015,1
4,4.0,EC REG FIN MKTS,4.25,3.25,ECO,4.5,5.0,Undergraduate,73353,4.0,5.0,Spring,1,16,4.75,4.25,4.25,2017,4,3.33,EC REG FIN MKTS,3.5,2.75,ECO,3.5,4.25,Undergraduate,73353,4.0,4.75,Spring,1,8,4.25,4.25,3.5,2016,14,3.38,EC REG FIN MKTS,3.64,3.43,ECO,3.43,6.5,Undergraduate,73353,3.79,4.36,Spring,1,23,4.21,3.64,3.5,2015,1
8,3.88,BENEFIT-COST ANALYSS,3.63,4.0,ECO,4.13,8.0,Undergraduate,73359,4.25,4.86,Spring,1,12,4.0,3.63,3.5,2017,12,4.83,BENEFIT-COST ANALYSS,4.58,4.75,ECO,4.58,7.5,Undergraduate,73359,4.75,4.92,Fall,9,19,4.75,4.75,4.42,2016,11,3.36,BENEFIT-COST ANALYSS,2.73,2.64,ECO,3.27,5.0,Undergraduate,73359,3.64,4.3,Fall,9,26,3.36,3.0899999999999994,2.9100000000000006,2015,11
8,5.0,FRMS MARKET STRC STR,5.0,5.0,ECO,5.0,8.43,Undergraduate,73365,5.0,5.0,Spring,1,10,5.0,5.0,5.0,2017,19,4.32,FRMS MARKET STRC STR,4.0,4.32,ECO,3.5799999999999996,8.16,Undergraduate,73365,4.26,4.63,Fall,9,24,4.47,3.9499999999999997,4.0,2016,14,4.14,FRMS MARKET STRC STR,4.0,4.07,ECO,4.0,7.54,Undergraduate,73365,4.07,4.5,Fall,9,21,3.93,4.14,4.0,2015,11
13,3.585384615384615,FNDML STATCL MODELNG,3.23,3.6153846153846154,ECO,3.693076923076923,10.153846153846153,Undergraduate,73407,3.9992307692307696,4.3076923076923075,Spring,1,32,3.5384615384615383,3.177692307692307,3.1538461538461537,2017,15,3.465333333333333,FNDML STATCL MODELNG,3.0693333333333332,3.734,ECO,3.402,7.203333333333333,Undergraduate,73407,3.87,4.132666666666667,Spring,1,33,3.136,3.604,3.136,2016,28,4.79,FNDML STATCL MODELNG,4.32,4.79,ECO,4.79,7.04,Undergraduate,73407,4.75,4.79,Spring,1,35,4.46,4.5,4.64,2015,1
14,4.93,EMERGING MARKETS,4.86,4.79,ECO,4.5,7.79,Undergraduate,73421,4.79,4.93,Fall,9,20,4.93,4.79,4.93,2017,13,5.0,EMERGING MARKETS,4.92,4.92,ECO,5.0,7.3100000000000005,Undergraduate,73421,4.92,5.0,Fall,9,24,4.92,5.0,4.92,2016,14,4.79,EMERGING MARKETS,4.79,4.57,ECO,4.5,8.86,Undergraduate,73421,4.71,4.86,Fall,9,23,4.93,4.79,4.93,2015,1
6,3.17,SOC ECON & INFO NTWK,3.17,3.17,ECO,2.33,3.5,Undergraduate,73449,3.5,4.0,Fall,9,11,3.0,3.17,3.17,2017,5,4.0,SOC ECON & INFO NTWK,4.2,4.6,ECO,4.2,6.2,Undergraduate,73449,4.6,5.0,Fall,9,10,4.2,4.2,4.0,2016,7,3.29,SOC ECON & INFO NTWK,3.14,3.0,ECO,3.43,6.5,Undergraduate,73449,4.14,4.14,Fall,9,19,4.0,3.43,3.29,2015,1
7,4.71,GLBL ELECTRONIC MKTS,4.43,4.86,ECO,4.0,6.29,Undergraduate,73469,4.0,4.86,Fall,9,17,4.43,4.43,4.71,2017,8,4.13,GLBL ELECTRONIC MKTS,4.38,4.5,ECO,4.0,6.13,Undergraduate,73469,4.25,5.0,Fall,9,17,4.63,4.75,4.5,2016,7,4.0,GLBL ELECTRONIC MKTS,3.71,4.0,ECO,3.71,4.14,Undergraduate,73469,3.71,4.0,Fall,9,16,3.86,4.0,3.71,2015,1
10,4.9,SENIOR PROJECT,4.8,4.8,ECO,4.675,5.3,Undergraduate,73497,4.9,5.0,Fall,9,36,4.635,4.9,4.9,2017,6,4.33,SENIOR PROJECT,4.5,4.33,ECO,4.17,7.0,Undergraduate,73497,4.5,4.83,Fall,9,28,3.83,3.83,4.5,2016,7,5.0,SENIOR PROJECT,4.57,5.0,ECO,4.86,7.57,Undergraduate,73497,4.71,5.0,Fall,9,18,4.57,4.71,4.86,2015,1
167,4.444431137724551,READ WRITE ACAD CNTX,4.18,4.467245508982036,ENG,4.3465868263473055,9.118443113772456,Undergraduate,76100,4.5223952095808375,4.6577245508982035,Fall,9,233,4.352994011976048,4.424910179640719,4.359760479041916,2017,124,4.596774193548387,READ WRITE ACAD CNTX,4.467661290322581,4.5969354838709675,ENG,4.6372580645161285,9.061854838709678,Undergraduate,76100,4.580564516129033,4.749435483870967,Fall,9,162,4.556048387096774,4.612903225806453,4.5811290322580644,2016,194,4.634175257731958,READ WRITE ACAD CNTX,4.520309278350516,4.660979381443298,ENG,4.572835051546392,9.442886597938145,Undergraduate,76100,4.598453608247422,4.784020618556701,Fall,9,221,4.551340206185567,4.629948453608247,4.61422680412371,2015,1
124,4.596774193548387,READ WRITE ACAD CNTX,4.467661290322581,4.5969354838709675,ENG,4.6372580645161285,9.061854838709678,Undergraduate,76100,4.580564516129033,4.749435483870967,Fall,9,162,4.556048387096774,4.612903225806453,4.5811290322580644,2016,194,4.634175257731958,READ WRITE ACAD CNTX,4.520309278350516,4.660979381443298,ENG,4.572835051546392,9.442886597938145,Undergraduate,76100,4.598453608247422,4.784020618556701,Fall,9,221,4.551340206185567,4.629948453608247,4.61422680412371,2015,11,4.73,READ WRITE ACAD CNTX,4.640909090909091,4.91,ENG,4.73,7.185454545454545,Undergraduate,76100,4.822727272727272,4.635454545454546,Spring,1,15,4.822727272727272,4.91,4.635454545454546,2015,110
596,4.573775167785236,INTERPRETN & ARGMNT,4.3877348993288585,4.5930369127516775,ENG,4.569161073825503,7.471057046979865,Undergraduate,76101,4.612885906040268,4.740620805369128,Spring,1,762,4.498959731543623,4.547869127516779,4.566442953020134,2016,567,4.392910052910053,INTERPRETN & ARGMNT,4.18636684303351,4.3781481481481475,ENG,4.552028218694885,7.006384479717813,Undergraduate,76101,4.5404938271604935,4.738641975308641,Fall,9,703,4.312768959435624,4.366455026455026,4.372874779541446,2015,10,4.8,INTERPRETN & ARGMNT,4.9,5.0,ENG,5.0,13.4,Undergraduate,76101,4.9,5.0,Summer,5,11,4.8,5.0,5.0,2015,111
18,4.888888888888889,INTERPRETN & ARGMNT,4.888888888888889,4.888888888888889,ENG,4.888888888888889,13.833333333333334,Undergraduate,76101,4.944444444444445,4.944444444444445,Summer,5,21,4.777777777777778,4.944444444444445,4.944444444444445,2016,596,4.573775167785236,INTERPRETN & ARGMNT,4.3877348993288585,4.5930369127516775,ENG,4.569161073825503,7.471057046979865,Undergraduate,76101,4.612885906040268,4.740620805369128,Spring,1,762,4.498959731543623,4.547869127516779,4.566442953020134,2016,567,4.392910052910053,INTERPRETN & ARGMNT,4.18636684303351,4.3781481481481475,ENG,4.552028218694885,7.006384479717813,Undergraduate,76101,4.5404938271604935,4.738641975308641,Fall,9,703,4.312768959435624,4.366455026455026,4.372874779541446,2015,111
567,4.392910052910053,INTERPRETN & ARGMNT,4.18636684303351,4.3781481481481475,ENG,4.552028218694885,7.006384479717813,Undergraduate,76101,4.5404938271604935,4.738641975308641,Fall,9,703,4.312768959435624,4.366455026455026,4.372874779541446,2015,10,4.8,INTERPRETN & ARGMNT,4.9,5.0,ENG,5.0,13.4,Undergraduate,76101,4.9,5.0,Summer,5,11,4.8,5.0,5.0,2015,418,4.5411244019138755,INTERPRETN & ARGMNT,4.289114832535884,4.609377990430622,ENG,4.614043062200958,7.938708133971292,Undergraduate,76101,4.5833971291866025,4.754593301435405,Spring,1,555,4.469258373205742,4.550885167464115,4.5215071770334925,2015,111
469,4.547185501066099,INTERPRETN & ARGMNT,4.289445628997869,4.562388059701493,ENG,4.559829424307036,7.329850746268656,Undergraduate,76101,4.613262260127932,4.734371002132196,Spring,1,642,4.506311300639659,4.509893390191897,4.524051172707889,2017,512,4.320957031250001,INTERPRETN & ARGMNT,4.0137304687499995,4.3099609375,ENG,4.4061328125,7.53798828125,Undergraduate,76101,4.47515625,4.668925781249999,Fall,9,659,4.2718359375,4.305664062499999,4.29849609375,2016,18,4.888888888888889,INTERPRETN & ARGMNT,4.888888888888889,4.888888888888889,ENG,4.888888888888889,13.833333333333334,Undergraduate,76101,4.944444444444445,4.944444444444445,Summer,5,21,4.777777777777778,4.944444444444445,4.944444444444445,2016,111
23,4.913913043478261,INTERPRETN & ARGMNT,4.7843478260869565,4.870869565217391,ENG,4.827826086956521,14.694347826086958,Undergraduate,76101,4.870869565217391,4.95695652173913,Summer,5,29,4.780869565217392,4.827826086956521,4.737391304347827,2017,469,4.547185501066099,INTERPRETN & ARGMNT,4.289445628997869,4.562388059701493,ENG,4.559829424307036,7.329850746268656,Undergraduate,76101,4.613262260127932,4.734371002132196,Spring,1,642,4.506311300639659,4.509893390191897,4.524051172707889,2017,512,4.320957031250001,INTERPRETN & ARGMNT,4.0137304687499995,4.3099609375,ENG,4.4061328125,7.53798828125,Undergraduate,76101,4.47515625,4.668925781249999,Fall,9,659,4.2718359375,4.305664062499999,4.29849609375,2016,111
512,4.320957031250001,INTERPRETN & ARGMNT,4.0137304687499995,4.3099609375,ENG,4.4061328125,7.53798828125,Undergraduate,76101,4.47515625,4.668925781249999,Fall,9,659,4.2718359375,4.305664062499999,4.29849609375,2016,18,4.888888888888889,INTERPRETN & ARGMNT,4.888888888888889,4.888888888888889,ENG,4.888888888888889,13.833333333333334,Undergraduate,76101,4.944444444444445,4.944444444444445,Summer,5,21,4.777777777777778,4.944444444444445,4.944444444444445,2016,596,4.573775167785236,INTERPRETN & ARGMNT,4.3877348993288585,4.5930369127516775,ENG,4.569161073825503,7.471057046979865,Undergraduate,76101,4.612885906040268,4.740620805369128,Spring,1,762,4.498959731543623,4.547869127516779,4.566442953020134,2016,111
544,4.366378676470588,INTERPRETN & ARGMNT,4.114632352941176,4.394246323529412,ENG,4.460257352941176,6.968988970588235,Undergraduate,76101,4.580055147058823,4.739724264705883,Fall,9,725,4.287886029411764,4.377426470588235,4.3785661764705885,2017,23,4.913913043478261,INTERPRETN & ARGMNT,4.7843478260869565,4.870869565217391,ENG,4.827826086956521,14.694347826086958,Undergraduate,76101,4.870869565217391,4.95695652173913,Summer,5,29,4.780869565217392,4.827826086956521,4.737391304347827,2017,469,4.547185501066099,INTERPRETN & ARGMNT,4.289445628997869,4.562388059701493,ENG,4.559829424307036,7.329850746268656,Undergraduate,76101,4.613262260127932,4.734371002132196,Spring,1,642,4.506311300639659,4.509893390191897,4.524051172707889,2017,111
12,4.75,BOOKS READ BY NOW,4.75,4.83,ENG,4.92,7.75,Undergraduate,76221,4.67,4.58,Fall,9,15,4.67,4.83,4.83,2016,9,3.0,BOOKS READ BY NOW,2.67,3.0,ENG,2.38,7.67,Undergraduate,76221,2.78,3.0,Spring,1,21,3.0,3.0,2.56,2016,6,3.33,BOOKS READ BY NOW,3.83,3.5,ENG,3.17,6.5,Undergraduate,76221,3.5,3.67,Spring,1,10,4.17,3.83,4.0,2015,11
4,4.75,BOOKS READ BY NOW,5.0,5.0,ENG,4.75,12.0,Undergraduate,76221,5.0,5.0,Summer,5,6,5.0,4.5,5.0,2017,12,4.75,BOOKS READ BY NOW,4.75,4.83,ENG,4.92,7.75,Undergraduate,76221,4.67,4.58,Fall,9,15,4.67,4.83,4.83,2016,9,3.0,BOOKS READ BY NOW,2.67,3.0,ENG,2.38,7.67,Undergraduate,76221,2.78,3.0,Spring,1,21,3.0,3.0,2.56,2016,111
10,4.7,MEDIA/FILM STUDIES,4.5,4.9,ENG,5.0,7.0,Undergraduate,76239,5.0,5.0,Fall,9,25,4.7,5.0,5.0,2016,7,4.14,MEDIA/FILM STUDIES,4.57,4.0,ENG,4.29,8.86,Undergraduate,76239,4.29,4.71,Spring,1,17,4.86,4.86,4.57,2016,10,4.2,MEDIA/FILM STUDIES,4.5,4.4,ENG,4.1,8.0,Undergraduate,76239,4.6,4.8,Fall,9,20,4.6,4.5,4.7,2015,101
7,4.14,MEDIA/FILM STUDIES,4.57,4.0,ENG,4.29,8.86,Undergraduate,76239,4.29,4.71,Spring,1,17,4.86,4.86,4.57,2016,10,4.2,MEDIA/FILM STUDIES,4.5,4.4,ENG,4.1,8.0,Undergraduate,76239,4.6,4.8,Fall,9,20,4.6,4.5,4.7,2015,16,3.38,MEDIA/FILM STUDIES,3.63,3.69,ENG,3.25,7.81,Undergraduate,76239,3.19,3.94,Spring,1,22,3.69,4.31,3.73,2015,101
18,4.56,MEDIA/FILM STUDIES,4.5,4.67,ENG,4.11,8.17,Undergraduate,76239,4.44,4.33,Fall,9,28,4.72,4.56,4.5,2017,20,4.55,MEDIA/FILM STUDIES,4.7,4.65,ENG,4.35,8.37,Undergraduate,76239,4.7,4.75,Spring,1,34,4.5,4.7,4.7,2017,10,4.7,MEDIA/FILM STUDIES,4.5,4.9,ENG,5.0,7.0,Undergraduate,76239,5.0,5.0,Fall,9,25,4.7,5.0,5.0,2016,101
20,4.55,MEDIA/FILM STUDIES,4.7,4.65,ENG,4.35,8.37,Undergraduate,76239,4.7,4.75,Spring,1,34,4.5,4.7,4.7,2017,10,4.7,MEDIA/FILM STUDIES,4.5,4.9,ENG,5.0,7.0,Undergraduate,76239,5.0,5.0,Fall,9,25,4.7,5.0,5.0,2016,7,4.14,MEDIA/FILM STUDIES,4.57,4.0,ENG,4.29,8.86,Undergraduate,76239,4.29,4.71,Spring,1,17,4.86,4.86,4.57,2016,101
12,4.25,GENDER STUDIES,3.67,4.0,ENG,4.25,5.75,Undergraduate,76241,4.42,3.67,Fall,9,19,3.83,3.58,3.83,2016,11,5.0,GENDER STUDIES,5.0,5.0,ENG,4.82,8.55,Undergraduate,76241,5.0,5.0,Spring,1,15,5.0,5.0,5.0,2016,9,4.67,GENDER STUDIES,4.67,4.78,ENG,4.89,7.33,Undergraduate,76241,4.78,5.0,Fall,9,11,5.0,4.89,4.78,2015,101
11,5.0,GENDER STUDIES,5.0,5.0,ENG,4.82,8.55,Undergraduate,76241,5.0,5.0,Spring,1,15,5.0,5.0,5.0,2016,9,4.67,GENDER STUDIES,4.67,4.78,ENG,4.89,7.33,Undergraduate,76241,4.78,5.0,Fall,9,11,5.0,4.89,4.78,2015,10,4.6,GENDER STUDIES,4.8,4.5,ENG,5.0,7.1,Undergraduate,76241,5.0,4.9,Spring,1,18,5.0,4.9,4.8,2015,101
5,4.6,GENDER STUDIES,4.8,4.8,ENG,4.8,10.4,Undergraduate,76241,5.0,5.0,Summer,5,8,5.0,5.0,5.0,2017,14,4.36,GENDER STUDIES,4.36,4.57,ENG,3.93,7.36,Undergraduate,76241,4.71,4.93,Spring,1,14,4.71,4.93,4.54,2017,12,4.25,GENDER STUDIES,3.67,4.0,ENG,4.25,5.75,Undergraduate,76241,4.42,3.67,Fall,9,19,3.83,3.58,3.83,2016,111
14,4.36,GENDER STUDIES,4.36,4.57,ENG,3.93,7.36,Undergraduate,76241,4.71,4.93,Spring,1,14,4.71,4.93,4.54,2017,12,4.25,GENDER STUDIES,3.67,4.0,ENG,4.25,5.75,Undergraduate,76241,4.42,3.67,Fall,9,19,3.83,3.58,3.83,2016,11,5.0,GENDER STUDIES,5.0,5.0,ENG,4.82,8.55,Undergraduate,76241,5.0,5.0,Spring,1,15,5.0,5.0,5.0,2016,101
12,4.42,GENDER STUDIES,4.67,4.33,ENG,4.75,8.0,Undergraduate,76241,4.58,4.92,Fall,9,17,4.58,4.33,4.67,2017,5,4.6,GENDER STUDIES,4.8,4.8,ENG,4.8,10.4,Undergraduate,76241,5.0,5.0,Summer,5,8,5.0,5.0,5.0,2017,14,4.36,GENDER STUDIES,4.36,4.57,ENG,3.93,7.36,Undergraduate,76241,4.71,4.93,Spring,1,14,4.71,4.93,4.54,2017,111
26,4.5649999999999995,SHAKESPR HIS & TRAG,4.5200000000000005,4.4799999999999995,ENG,4.52,6.4399999999999995,Undergraduate,76245,4.795,4.92,Spring,1,54,4.635,4.5649999999999995,4.52,2017,28,4.107142857142857,SHAKESPR HIS & TRAG,4.25,3.892857142857143,ENG,3.9642857142857144,6.285714285714286,Undergraduate,76245,4.607142857142857,4.644285714285714,Spring,1,36,4.535714285714286,4.251428571428571,4.442857142857143,2016,7,3.71,SHAKESPR HIS & TRAG,3.14,3.29,ENG,3.0,5.5,Undergraduate,76245,3.71,3.6699999999999995,Spring,1,21,3.86,3.43,3.0,2015,1
13,4.15,RENAISSANCE,4.31,4.15,ENG,3.62,7.08,Undergraduate,76247,4.46,4.85,Fall,9,24,4.08,4.46,4.54,2017,19,4.37,RENAISSANCE,4.58,4.16,ENG,4.26,6.26,Undergraduate,76247,4.74,4.84,Fall,9,23,4.74,4.58,4.47,2016,21,3.099047619047619,RENAISSANCE,2.9561904761904763,3.051428571428571,ENG,2.8095238095238093,6.85904761904762,Undergraduate,76247,3.3333333333333335,3.7485714285714287,Fall,9,48,3.453333333333334,3.718095238095238,3.045714285714286,2015,1
23,4.260869565217392,SURVEY FORMS:FICTION,4.174782608695652,4.173478260869565,ENG,4.130434782608695,7.871739130434783,Undergraduate,76260,4.435652173913043,4.087826086956523,Fall,9,32,4.348260869565217,4.43304347826087,4.247826086956522,2016,19,4.366842105263157,SURVEY FORMS:FICTION,4.105263157894737,4.161052631578947,ENG,4.477368421052631,7.8921052631578945,Undergraduate,76260,4.366842105263157,4.576315789473685,Spring,1,35,4.261578947368421,4.1078947368421055,4.314736842105263,2016,20,4.098999999999999,SURVEY FORMS:FICTION,4.55,3.9504999999999995,ENG,4.703,8.001000000000001,Undergraduate,76260,4.599500000000001,4.2035,Fall,9,34,4.6355,4.297,4.451,2015,101
19,4.366842105263157,SURVEY FORMS:FICTION,4.105263157894737,4.161052631578947,ENG,4.477368421052631,7.8921052631578945,Undergraduate,76260,4.366842105263157,4.576315789473685,Spring,1,35,4.261578947368421,4.1078947368421055,4.314736842105263,2016,20,4.098999999999999,SURVEY FORMS:FICTION,4.55,3.9504999999999995,ENG,4.703,8.001000000000001,Undergraduate,76260,4.599500000000001,4.2035,Fall,9,34,4.6355,4.297,4.451,2015,19,4.422631578947368,SURVEY FORMS:FICTION,4.527894736842105,4.317368421052632,ENG,4.42157894736842,8.787894736842105,Undergraduate,76260,4.580000000000001,4.317894736842105,Spring,1,36,4.317894736842105,4.474736842105264,4.474736842105264,2015,101
16,4.4975000000000005,SURVEY FORMS:FICTION,4.625,4.375,ENG,4.7524999999999995,6.5,Undergraduate,76260,4.8725000000000005,4.7524999999999995,Fall,9,30,4.4975000000000005,4.4975000000000005,4.6225000000000005,2017,29,4.584827586206897,SURVEY FORMS:FICTION,4.794482758620689,4.381379310344828,ENG,4.965862068965517,8.635172413793104,Undergraduate,76260,4.794827586206897,4.895862068965518,Spring,1,55,4.826896551724138,4.691724137931034,4.762413793103447,2017,23,4.260869565217392,SURVEY FORMS:FICTION,4.174782608695652,4.173478260869565,ENG,4.130434782608695,7.871739130434783,Undergraduate,76260,4.435652173913043,4.087826086956523,Fall,9,32,4.348260869565217,4.43304347826087,4.247826086956522,2016,101
29,4.584827586206897,SURVEY FORMS:FICTION,4.794482758620689,4.381379310344828,ENG,4.965862068965517,8.635172413793104,Undergraduate,76260,4.794827586206897,4.895862068965518,Spring,1,55,4.826896551724138,4.691724137931034,4.762413793103447,2017,23,4.260869565217392,SURVEY FORMS:FICTION,4.174782608695652,4.173478260869565,ENG,4.130434782608695,7.871739130434783,Undergraduate,76260,4.435652173913043,4.087826086956523,Fall,9,32,4.348260869565217,4.43304347826087,4.247826086956522,2016,19,4.366842105263157,SURVEY FORMS:FICTION,4.105263157894737,4.161052631578947,ENG,4.477368421052631,7.8921052631578945,Undergraduate,76260,4.366842105263157,4.576315789473685,Spring,1,35,4.261578947368421,4.1078947368421055,4.314736842105263,2016,101
22,4.636363636363637,SURVEY FORMS: POETRY,4.770909090909091,4.547272727272727,ENG,4.634545454545455,6.609090909090909,Undergraduate,76265,4.7272727272727275,4.956363636363636,Fall,9,35,4.543636363636364,4.7727272727272725,4.765454545454546,2016,23,4.521739130434782,SURVEY FORMS: POETRY,4.56695652173913,4.563478260869566,ENG,4.74304347826087,5.439565217391304,Undergraduate,76265,4.655652173913043,4.740434782608696,Spring,1,33,4.783478260869566,4.740434782608696,4.608695652173913,2016,27,4.311111111111111,SURVEY FORMS: POETRY,4.355555555555555,4.033333333333333,ENG,4.533333333333333,6.444444444444445,Undergraduate,76265,4.52,4.614444444444445,Fall,9,34,4.391111111111111,4.3133333333333335,4.431111111111111,2015,101
23,4.521739130434782,SURVEY FORMS: POETRY,4.56695652173913,4.563478260869566,ENG,4.74304347826087,5.439565217391304,Undergraduate,76265,4.655652173913043,4.740434782608696,Spring,1,33,4.783478260869566,4.740434782608696,4.608695652173913,2016,27,4.311111111111111,SURVEY FORMS: POETRY,4.355555555555555,4.033333333333333,ENG,4.533333333333333,6.444444444444445,Undergraduate,76265,4.52,4.614444444444445,Fall,9,34,4.391111111111111,4.3133333333333335,4.431111111111111,2015,22,4.042727272727273,SURVEY FORMS: POETRY,4.133636363636364,3.7290909090909086,ENG,4.407272727272727,7.2272727272727275,Undergraduate,76265,4.635454545454546,4.7318181818181815,Spring,1,39,4.68,3.9545454545454546,4.343636363636364,2015,101
20,4.3,SURVEY FORMS: POETRY,4.3,4.0,ENG,4.55,6.05,Undergraduate,76265,4.65,4.45,Fall,9,31,4.5,4.15,4.45,2017,22,4.270909090909091,SURVEY FORMS: POETRY,4.318181818181818,4.136363636363637,ENG,4.452727272727273,5.545454545454546,Undergraduate,76265,4.545454545454546,4.58909090909091,Spring,1,33,4.456363636363636,4.501818181818181,4.318181818181818,2017,22,4.636363636363637,SURVEY FORMS: POETRY,4.770909090909091,4.547272727272727,ENG,4.634545454545455,6.609090909090909,Undergraduate,76265,4.7272727272727275,4.956363636363636,Fall,9,35,4.543636363636364,4.7727272727272725,4.765454545454546,2016,101
